Trial,Bird,Brain Region,Stimuli,Count
Spike 7,obla17102_5,OV,conspecific,383
Spike 8,obla17102_5,OV,conspecific,352
Spike 9,obla17102_5,OV,conspecific,331
Spike 10,obla17102_5,OV,conspecific,261
Spike 11,obla17102_5,OV,conspecific,386
Spike 12,obla17102_5,OV,conspecific,244
Spike 13,obla17102_5,OV,conspecific,323
Spike 14,obla17102_5,OV,conspecific,298
Spike 15,obla17102_5,OV,conspecific,371
Spike 16,obla17102_5,OV,conspecific,341
Spike 17,obla17102_5,OV,conspecific,234
Spike 18,obla17102_5,OV,conspecific,304
Spike 19,obla17102_5,OV,conspecific,346
Spike 20,obla17102_5,OV,conspecific,359
Spike 1,obla17102_5,OV,flatrip,445
Spike 2,obla17102_5,OV,flatrip,421
Spike 3,obla17102_5,OV,flatrip,341
Spike 4,obla17102_5,OV,flatrip,376
Spike 5,obla17102_5,OV,flatrip,452
Spike 6,obla17102_5,OV,flatrip,348
Spike 7,obla17102_5,OV,flatrip,308
Spike 8,obla17102_5,OV,flatrip,412
Spike 9,obla17102_5,OV,flatrip,382
Spike 10,obla17102_5,OV,flatrip,328
Spike 1,obla17102_6,OV,conspecific,271
Spike 2,obla17102_6,OV,conspecific,235
Spike 3,obla17102_6,OV,conspecific,275
Spike 4,obla17102_6,OV,conspecific,257
Spike 5,obla17102_6,OV,conspecific,220
Spike 6,obla17102_6,OV,conspecific,448
Spike 7,obla17102_6,OV,conspecific,383
Spike 8,obla17102_6,OV,conspecific,352
Spike 9,obla17102_6,OV,conspecific,331
Spike 10,obla17102_6,OV,conspecific,261
Spike 11,obla17102_6,OV,conspecific,386
Spike 12,obla17102_6,OV,conspecific,244
Spike 13,obla17102_6,OV,conspecific,323
Spike 14,obla17102_6,OV,conspecific,298
Spike 15,obla17102_6,OV,conspecific,371
Spike 16,obla17102_6,OV,conspecific,341
Spike 17,obla17102_6,OV,conspecific,234
Spike 18,obla17102_6,OV,conspecific,304
Spike 19,obla17102_6,OV,conspecific,346
Spike 20,obla17102_6,OV,conspecific,359
Spike 1,obla17102_6,OV,flatrip,445
Spike 2,obla17102_6,OV,flatrip,421
Spike 3,obla17102_6,OV,flatrip,341
Spike 4,obla17102_6,OV,flatrip,376
Spike 5,obla17102_6,OV,flatrip,452
Spike 6,obla17102_6,OV,flatrip,348
Spike 7,obla17102_6,OV,flatrip,308
Spike 8,obla17102_6,OV,flatrip,412
Spike 9,obla17102_6,OV,flatrip,382
Spike 10,obla17102_6,OV,flatrip,328
Spike 1,obla17102_4,OV,conspecific,590
Spike 2,obla17102_4,OV,conspecific,494
Spike 3,obla17102_4,OV,conspecific,512
Spike 4,obla17102_4,OV,conspecific,568
Spike 5,obla17102_4,OV,conspecific,478
Spike 6,obla17102_4,OV,conspecific,862
Spike 7,obla17102_4,OV,conspecific,751
Spike 8,obla17102_4,OV,conspecific,690
Spike 9,obla17102_4,OV,conspecific,653
Spike 10,obla17102_4,OV,conspecific,556
Spike 11,obla17102_4,OV,conspecific,701
Spike 12,obla17102_4,OV,conspecific,440
Spike 13,obla17102_4,OV,conspecific,690
Spike 14,obla17102_4,OV,conspecific,561
Spike 15,obla17102_4,OV,conspecific,674
Spike 16,obla17102_4,OV,conspecific,648
Spike 17,obla17102_4,OV,conspecific,500
Spike 18,obla17102_4,OV,conspecific,705
Spike 19,obla17102_4,OV,conspecific,637
Spike 20,obla17102_4,OV,conspecific,608
Spike 1,obla17102_4,OV,flatrip,815
Spike 2,obla17102_4,OV,flatrip,800
Spike 3,obla17102_4,OV,flatrip,659
Spike 4,obla17102_4,OV,flatrip,715
Spike 5,obla17102_4,OV,flatrip,762
Spike 6,obla17102_4,OV,flatrip,541
Spike 7,obla17102_4,OV,flatrip,531
Spike 8,obla17102_4,OV,flatrip,709
Spike 9,obla17102_4,OV,flatrip,723
Spike 10,obla17102_4,OV,flatrip,599
Spike 1,blugr1612_2,OV,conspecific,735
Spike 2,blugr1612_2,OV,conspecific,747
Spike 3,blugr1612_2,OV,conspecific,705
Spike 4,blugr1612_2,OV,conspecific,779
Spike 5,blugr1612_2,OV,conspecific,732
Spike 6,blugr1612_2,OV,conspecific,891
Spike 7,blugr1612_2,OV,conspecific,867
Spike 8,blugr1612_2,OV,conspecific,891
Spike 9,blugr1612_2,OV,conspecific,653
Spike 10,blugr1612_2,OV,conspecific,802
Spike 11,blugr1612_2,OV,conspecific,902
Spike 12,blugr1612_2,OV,conspecific,741
Spike 13,blugr1612_2,OV,conspecific,752
Spike 14,blugr1612_2,OV,conspecific,695
Spike 15,blugr1612_2,OV,conspecific,811
Spike 16,blugr1612_2,OV,conspecific,764
Spike 17,blugr1612_2,OV,conspecific,739
Spike 18,blugr1612_2,OV,conspecific,880
Spike 19,blugr1612_2,OV,conspecific,859
Spike 20,blugr1612_2,OV,conspecific,770
Spike 1,blugr1612_2,OV,flatrip,891
Spike 2,blugr1612_2,OV,flatrip,811
Spike 3,blugr1612_2,OV,flatrip,803
Spike 4,blugr1612_2,OV,flatrip,785
Spike 5,blugr1612_2,OV,flatrip,777
Spike 6,blugr1612_2,OV,flatrip,764
Spike 7,blugr1612_2,OV,flatrip,736
Spike 8,blugr1612_2,OV,flatrip,825
Spike 9,blugr1612_2,OV,flatrip,736
Spike 10,blugr1612_2,OV,flatrip,748
Spike 1,blugr1612_3,OV,conspecific,234
Spike 2,blugr1612_3,OV,conspecific,228
Spike 3,blugr1612_3,OV,conspecific,192
Spike 4,blugr1612_3,OV,conspecific,229
Spike 5,blugr1612_3,OV,conspecific,196
Spike 6,blugr1612_3,OV,conspecific,239
Spike 7,blugr1612_3,OV,conspecific,262
Spike 8,blugr1612_3,OV,conspecific,262
Spike 9,blugr1612_3,OV,conspecific,198
Spike 10,blugr1612_3,OV,conspecific,246
Spike 11,blugr1612_3,OV,conspecific,233
Spike 12,blugr1612_3,OV,conspecific,216
Spike 13,blugr1612_3,OV,conspecific,228
Spike 14,blugr1612_3,OV,conspecific,174
Spike 15,blugr1612_3,OV,conspecific,233
Spike 16,blugr1612_3,OV,conspecific,218
Spike 17,blugr1612_3,OV,conspecific,198
Spike 18,blugr1612_3,OV,conspecific,278
Spike 19,blugr1612_3,OV,conspecific,241
Spike 20,blugr1612_3,OV,conspecific,237
Spike 1,blugr1612_3,OV,flatrip,216
Spike 2,blugr1612_3,OV,flatrip,223
Spike 3,blugr1612_3,OV,flatrip,226
Spike 4,blugr1612_3,OV,flatrip,202
Spike 5,blugr1612_3,OV,flatrip,186
Spike 6,blugr1612_3,OV,flatrip,203
Spike 7,blugr1612_3,OV,flatrip,209
Spike 8,blugr1612_3,OV,flatrip,222
Spike 9,blugr1612_3,OV,flatrip,200
Spike 10,blugr1612_3,OV,flatrip,198
Spike 1,blugr1612_5,OV,conspecific,127
Spike 2,blugr1612_5,OV,conspecific,127
Spike 3,blugr1612_5,OV,conspecific,123
Spike 4,blugr1612_5,OV,conspecific,127
Spike 5,blugr1612_5,OV,conspecific,134
Spike 6,blugr1612_5,OV,conspecific,146
Spike 7,blugr1612_5,OV,conspecific,178
Spike 8,blugr1612_5,OV,conspecific,152
Spike 9,blugr1612_5,OV,conspecific,136
Spike 10,blugr1612_5,OV,conspecific,137
Spike 11,blugr1612_5,OV,conspecific,158
Spike 12,blugr1612_5,OV,conspecific,186
Spike 13,blugr1612_5,OV,conspecific,155
Spike 14,blugr1612_5,OV,conspecific,177
Spike 15,blugr1612_5,OV,conspecific,144
Spike 16,blugr1612_5,OV,conspecific,161
Spike 17,blugr1612_5,OV,conspecific,151
Spike 18,blugr1612_5,OV,conspecific,143
Spike 19,blugr1612_5,OV,conspecific,153
Spike 20,blugr1612_5,OV,conspecific,160
Spike 1,blugr1612_5,OV,flatrip,180
Spike 2,blugr1612_5,OV,flatrip,156
Spike 3,blugr1612_5,OV,flatrip,146
Spike 4,blugr1612_5,OV,flatrip,149
Spike 5,blugr1612_5,OV,flatrip,187
Spike 6,blugr1612_5,OV,flatrip,155
Spike 7,blugr1612_5,OV,flatrip,153
Spike 8,blugr1612_5,OV,flatrip,149
Spike 9,blugr1612_5,OV,flatrip,166
Spike 10,blugr1612_5,OV,flatrip,156
Spike 1,blugr1612_4,OV,conspecific,247
Spike 2,blugr1612_4,OV,conspecific,256
Spike 3,blugr1612_4,OV,conspecific,235
Spike 4,blugr1612_4,OV,conspecific,239
Spike 5,blugr1612_4,OV,conspecific,235
Spike 6,blugr1612_4,OV,conspecific,282
Spike 7,blugr1612_4,OV,conspecific,260
Spike 8,blugr1612_4,OV,conspecific,300
Spike 9,blugr1612_4,OV,conspecific,226
Spike 10,blugr1612_4,OV,conspecific,281
Spike 11,blugr1612_4,OV,conspecific,273
Spike 12,blugr1612_4,OV,conspecific,232
Spike 13,blugr1612_4,OV,conspecific,232
Spike 14,blugr1612_4,OV,conspecific,213
Spike 15,blugr1612_4,OV,conspecific,259
Spike 16,blugr1612_4,OV,conspecific,252
Spike 17,blugr1612_4,OV,conspecific,260
Spike 18,blugr1612_4,OV,conspecific,276
Spike 19,blugr1612_4,OV,conspecific,263
Spike 20,blugr1612_4,OV,conspecific,246
Spike 1,blugr1612_4,OV,flatrip,280
Spike 2,blugr1612_4,OV,flatrip,301
Spike 3,blugr1612_4,OV,flatrip,268
Spike 4,blugr1612_4,OV,flatrip,272
Spike 5,blugr1612_4,OV,flatrip,307
Spike 6,blugr1612_4,OV,flatrip,279
Spike 7,blugr1612_4,OV,flatrip,263
Spike 8,blugr1612_4,OV,flatrip,277
Spike 9,blugr1612_4,OV,flatrip,266
Spike 10,blugr1612_4,OV,flatrip,259
Spike 1,gr0965_2,OV,conspecific,479
Spike 2,gr0965_2,OV,conspecific,365
Spike 3,gr0965_2,OV,conspecific,399
Spike 4,gr0965_2,OV,conspecific,472
Spike 5,gr0965_2,OV,conspecific,416
Spike 6,gr0965_2,OV,conspecific,621
Spike 7,gr0965_2,OV,conspecific,627
Spike 8,gr0965_2,OV,conspecific,628
Spike 9,gr0965_2,OV,conspecific,613
Spike 10,gr0965_2,OV,conspecific,478
Spike 11,gr0965_2,OV,conspecific,595
Spike 12,gr0965_2,OV,conspecific,368
Spike 13,gr0965_2,OV,conspecific,541
Spike 14,gr0965_2,OV,conspecific,448
Spike 15,gr0965_2,OV,conspecific,532
Spike 16,gr0965_2,OV,conspecific,444
Spike 17,gr0965_2,OV,conspecific,463
Spike 18,gr0965_2,OV,conspecific,663
Spike 19,gr0965_2,OV,conspecific,576
Spike 20,gr0965_2,OV,conspecific,534
Spike 1,gr0965_2,OV,flatrip,580
Spike 2,gr0965_2,OV,flatrip,577
Spike 3,gr0965_2,OV,flatrip,490
Spike 4,gr0965_2,OV,flatrip,538
Spike 5,gr0965_2,OV,flatrip,523
Spike 6,gr0965_2,OV,flatrip,469
Spike 7,gr0965_2,OV,flatrip,445
Spike 8,gr0965_2,OV,flatrip,555
Spike 9,gr0965_2,OV,flatrip,522
Spike 10,gr0965_2,OV,flatrip,447
Spike 1,gr0965_7,OV,conspecific,509
Spike 2,gr0965_7,OV,conspecific,461
Spike 3,gr0965_7,OV,conspecific,474
Spike 4,gr0965_7,OV,conspecific,533
Spike 5,gr0965_7,OV,conspecific,457
Spike 6,gr0965_7,OV,conspecific,781
Spike 7,gr0965_7,OV,conspecific,723
Spike 8,gr0965_7,OV,conspecific,683
Spike 9,gr0965_7,OV,conspecific,630
Spike 10,gr0965_7,OV,conspecific,564
Spike 11,gr0965_7,OV,conspecific,658
Spike 12,gr0965_7,OV,conspecific,472
Spike 13,gr0965_7,OV,conspecific,636
Spike 14,gr0965_7,OV,conspecific,489
Spike 15,gr0965_7,OV,conspecific,641
Spike 16,gr0965_7,OV,conspecific,514
Spike 17,gr0965_7,OV,conspecific,506
Spike 18,gr0965_7,OV,conspecific,744
Spike 19,gr0965_7,OV,conspecific,622
Spike 20,gr0965_7,OV,conspecific,558
Spike 1,gr0965_7,OV,flatrip,630
Spike 2,gr0965_7,OV,flatrip,613
Spike 3,gr0965_7,OV,flatrip,563
Spike 4,gr0965_7,OV,flatrip,604
Spike 5,gr0965_7,OV,flatrip,594
Spike 6,gr0965_7,OV,flatrip,544
Spike 7,gr0965_7,OV,flatrip,539
Spike 8,gr0965_7,OV,flatrip,632
Spike 9,gr0965_7,OV,flatrip,574
Spike 10,gr0965_7,OV,flatrip,545
Spike 1,gr0965_3,OV,conspecific,780
Spike 2,gr0965_3,OV,conspecific,600
Spike 3,gr0965_3,OV,conspecific,646
Spike 4,gr0965_3,OV,conspecific,632
Spike 5,gr0965_3,OV,conspecific,561
Spike 6,gr0965_3,OV,conspecific,972
Spike 7,gr0965_3,OV,conspecific,952
Spike 8,gr0965_3,OV,conspecific,953
Spike 9,gr0965_3,OV,conspecific,929
Spike 10,gr0965_3,OV,conspecific,726
Spike 11,gr0965_3,OV,conspecific,964
Spike 12,gr0965_3,OV,conspecific,636
Spike 13,gr0965_3,OV,conspecific,677
Spike 14,gr0965_3,OV,conspecific,593
Spike 15,gr0965_3,OV,conspecific,798
Spike 16,gr0965_3,OV,conspecific,598
Spike 17,gr0965_3,OV,conspecific,631
Spike 18,gr0965_3,OV,conspecific,965
Spike 19,gr0965_3,OV,conspecific,842
Spike 20,gr0965_3,OV,conspecific,732
Spike 1,gr0965_3,OV,flatrip,847
Spike 2,gr0965_3,OV,flatrip,791
Spike 3,gr0965_3,OV,flatrip,737
Spike 4,gr0965_3,OV,flatrip,780
Spike 5,gr0965_3,OV,flatrip,835
Spike 6,gr0965_3,OV,flatrip,642
Spike 7,gr0965_3,OV,flatrip,646
Spike 8,gr0965_3,OV,flatrip,795
Spike 9,gr0965_3,OV,flatrip,738
Spike 10,gr0965_3,OV,flatrip,694
Spike 1,gr0965_5,OV,conspecific,187
Spike 2,gr0965_5,OV,conspecific,187
Spike 3,gr0965_5,OV,conspecific,151
Spike 4,gr0965_5,OV,conspecific,146
Spike 5,gr0965_5,OV,conspecific,147
Spike 6,gr0965_5,OV,conspecific,145
Spike 7,gr0965_5,OV,conspecific,226
Spike 8,gr0965_5,OV,conspecific,224
Spike 9,gr0965_5,OV,conspecific,211
Spike 10,gr0965_5,OV,conspecific,175
Spike 11,gr0965_5,OV,conspecific,152
Spike 12,gr0965_5,OV,conspecific,186
Spike 13,gr0965_5,OV,conspecific,151
Spike 14,gr0965_5,OV,conspecific,184
Spike 15,gr0965_5,OV,conspecific,163
Spike 16,gr0965_5,OV,conspecific,221
Spike 17,gr0965_5,OV,conspecific,164
Spike 18,gr0965_5,OV,conspecific,164
Spike 19,gr0965_5,OV,conspecific,209
Spike 20,gr0965_5,OV,conspecific,179
Spike 1,gr0965_5,OV,flatrip,193
Spike 2,gr0965_5,OV,flatrip,218
Spike 3,gr0965_5,OV,flatrip,179
Spike 4,gr0965_5,OV,flatrip,224
Spike 5,gr0965_5,OV,flatrip,197
Spike 6,gr0965_5,OV,flatrip,172
Spike 7,gr0965_5,OV,flatrip,188
Spike 8,gr0965_5,OV,flatrip,227
Spike 9,gr0965_5,OV,flatrip,189
Spike 10,gr0965_5,OV,flatrip,182
Spike 1,gr0965_1,OV,conspecific,684
Spike 2,gr0965_1,OV,conspecific,597
Spike 3,gr0965_1,OV,conspecific,581
Spike 4,gr0965_1,OV,conspecific,700
Spike 5,gr0965_1,OV,conspecific,552
Spike 6,gr0965_1,OV,conspecific,868
Spike 7,gr0965_1,OV,conspecific,920
Spike 8,gr0965_1,OV,conspecific,820
Spike 9,gr0965_1,OV,conspecific,780
Spike 10,gr0965_1,OV,conspecific,661
Spike 11,gr0965_1,OV,conspecific,852
Spike 12,gr0965_1,OV,conspecific,643
Spike 13,gr0965_1,OV,conspecific,777
Spike 14,gr0965_1,OV,conspecific,632
Spike 15,gr0965_1,OV,conspecific,817
Spike 16,gr0965_1,OV,conspecific,617
Spike 17,gr0965_1,OV,conspecific,626
Spike 18,gr0965_1,OV,conspecific,854
Spike 19,gr0965_1,OV,conspecific,756
Spike 20,gr0965_1,OV,conspecific,738
Spike 1,gr0965_1,OV,flatrip,839
Spike 2,gr0965_1,OV,flatrip,881
Spike 3,gr0965_1,OV,flatrip,774
Spike 4,gr0965_1,OV,flatrip,783
Spike 5,gr0965_1,OV,flatrip,785
Spike 6,gr0965_1,OV,flatrip,706
Spike 7,gr0965_1,OV,flatrip,657
Spike 8,gr0965_1,OV,flatrip,880
Spike 9,gr0965_1,OV,flatrip,747
Spike 10,gr0965_1,OV,flatrip,702
Spike 1,gr0965_6,OV,conspecific,252
Spike 2,gr0965_6,OV,conspecific,221
Spike 3,gr0965_6,OV,conspecific,214
Spike 4,gr0965_6,OV,conspecific,291
Spike 5,gr0965_6,OV,conspecific,217
Spike 6,gr0965_6,OV,conspecific,347
Spike 7,gr0965_6,OV,conspecific,355
Spike 8,gr0965_6,OV,conspecific,377
Spike 9,gr0965_6,OV,conspecific,285
Spike 10,gr0965_6,OV,conspecific,266
Spike 11,gr0965_6,OV,conspecific,356
Spike 12,gr0965_6,OV,conspecific,195
Spike 13,gr0965_6,OV,conspecific,316
Spike 14,gr0965_6,OV,conspecific,205
Spike 15,gr0965_6,OV,conspecific,310
Spike 16,gr0965_6,OV,conspecific,277
Spike 17,gr0965_6,OV,conspecific,220
Spike 18,gr0965_6,OV,conspecific,322
Spike 19,gr0965_6,OV,conspecific,298
Spike 20,gr0965_6,OV,conspecific,244
Spike 1,gr0965_6,OV,flatrip,316
Spike 2,gr0965_6,OV,flatrip,319
Spike 3,gr0965_6,OV,flatrip,311
Spike 4,gr0965_6,OV,flatrip,320
Spike 5,gr0965_6,OV,flatrip,300
Spike 6,gr0965_6,OV,flatrip,255
Spike 7,gr0965_6,OV,flatrip,302
Spike 8,gr0965_6,OV,flatrip,309
Spike 9,gr0965_6,OV,flatrip,309
Spike 10,gr0965_6,OV,flatrip,269
Spike 1,gr0965_4,OV,conspecific,367
Spike 2,gr0965_4,OV,conspecific,316
Spike 3,gr0965_4,OV,conspecific,335
Spike 4,gr0965_4,OV,conspecific,315
Spike 5,gr0965_4,OV,conspecific,303
Spike 6,gr0965_4,OV,conspecific,394
Spike 7,gr0965_4,OV,conspecific,413
Spike 8,gr0965_4,OV,conspecific,359
Spike 9,gr0965_4,OV,conspecific,347
Spike 10,gr0965_4,OV,conspecific,338
Spike 11,gr0965_4,OV,conspecific,440
Spike 12,gr0965_4,OV,conspecific,374
Spike 13,gr0965_4,OV,conspecific,396
Spike 14,gr0965_4,OV,conspecific,301
Spike 15,gr0965_4,OV,conspecific,388
Spike 16,gr0965_4,OV,conspecific,345
Spike 17,gr0965_4,OV,conspecific,340
Spike 18,gr0965_4,OV,conspecific,415
Spike 19,gr0965_4,OV,conspecific,356
Spike 20,gr0965_4,OV,conspecific,329
Spike 1,gr0965_4,OV,flatrip,349
Spike 2,gr0965_4,OV,flatrip,402
Spike 3,gr0965_4,OV,flatrip,338
Spike 4,gr0965_4,OV,flatrip,376
Spike 5,gr0965_4,OV,flatrip,362
Spike 6,gr0965_4,OV,flatrip,324
Spike 7,gr0965_4,OV,flatrip,336
Spike 8,gr0965_4,OV,flatrip,366
Spike 9,gr0965_4,OV,flatrip,385
Spike 10,gr0965_4,OV,flatrip,347
Spike 1,obla17102_10,OV,conspecific,220
Spike 2,obla17102_10,OV,conspecific,212
Spike 3,obla17102_10,OV,conspecific,228
Spike 4,obla17102_10,OV,conspecific,212
Spike 5,obla17102_10,OV,conspecific,196
Spike 6,obla17102_10,OV,conspecific,253
Spike 7,obla17102_10,OV,conspecific,282
Spike 8,obla17102_10,OV,conspecific,284
Spike 9,obla17102_10,OV,conspecific,238
Spike 10,obla17102_10,OV,conspecific,211
Spike 11,obla17102_10,OV,conspecific,277
Spike 12,obla17102_10,OV,conspecific,212
Spike 13,obla17102_10,OV,conspecific,258
Spike 14,obla17102_10,OV,conspecific,220
Spike 15,obla17102_10,OV,conspecific,277
Spike 16,obla17102_10,OV,conspecific,266
Spike 17,obla17102_10,OV,conspecific,202
Spike 18,obla17102_10,OV,conspecific,270
Spike 19,obla17102_10,OV,conspecific,268
Spike 20,obla17102_10,OV,conspecific,226
Spike 1,obla17102_10,OV,flatrip,289
Spike 2,obla17102_10,OV,flatrip,251
Spike 3,obla17102_10,OV,flatrip,259
Spike 4,obla17102_10,OV,flatrip,273
Spike 5,obla17102_10,OV,flatrip,255
Spike 6,obla17102_10,OV,flatrip,237
Spike 7,obla17102_10,OV,flatrip,254
Spike 8,obla17102_10,OV,flatrip,270
Spike 9,obla17102_10,OV,flatrip,257
Spike 10,obla17102_10,OV,flatrip,235